ID;Workclass;education;marital-status;occupation;relationship;race;sex
380;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
381;Private;HS-grad;Divorced;Transport-moving;Not-in-family;White;Male
382;Private;5th-6th;Divorced;Craft-repair;Not-in-family;White;Female
383;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
384;Private;Some-college;Divorced;Sales;Not-in-family;White;Female
385;Local-gov;Some-college;Married-civ-spouse;Transport-moving;Wife;White;Female
386;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female
387;Private;HS-grad;Separated;Machine-op-inspct;Not-in-family;White;Male
388;Private;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female
389;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
390;Private;HS-grad;Never-married;Other-service;Other-relative;White;Female
391;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female
392;Private;Bachelors;Never-married;Craft-repair;Not-in-family;White;Male
393;Self-emp-not-inc;Assoc-acdm;Separated;Craft-repair;Not-in-family;White;Male
394;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
395;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female
396;Private;Some-college;Married-civ-spouse;Tech-support;Husband;White;Male
397;Private;Some-college;Divorced;Handlers-cleaners;Unmarried;White;Female
398;?;HS-grad;Never-married;?;Other-relative;White;Female
399;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
400;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
401;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male
402;Private;Some-college;Never-married;Other-service;Not-in-family;White;Female
403;State-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male
404;Private;Assoc-voc;Divorced;Tech-support;Not-in-family;White;Female
405;Private;7th-8th;Married-civ-spouse;Handlers-cleaners;Husband;Other;Male
406;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
407;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male
408;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
409;?;Some-college;Married-civ-spouse;?;Wife;White;Female
410;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
411;Local-gov;Some-college;Divorced;Other-service;Not-in-family;Black;Female
412;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;Black;Female
413;Private;Some-college;Divorced;Exec-managerial;Unmarried;White;Female
414;Private;Doctorate;Married-civ-spouse;Exec-managerial;Husband;White;Male
415;State-gov;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
416;Private;12th;Divorced;Craft-repair;Not-in-family;White;Male
417;Private;1st-4th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
418;Private;11th;Never-married;Other-service;Own-child;White;Female
419;Local-gov;11th;Separated;Machine-op-inspct;Not-in-family;Black;Male
420;State-gov;HS-grad;Divorced;Transport-moving;Unmarried;White;Female
421;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
422;Private;11th;Never-married;Handlers-cleaners;Own-child;White;Male
423;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female
424;Private;HS-grad;Divorced;Farming-fishing;Not-in-family;White;Male
425;Private;10th;Never-married;Craft-repair;Unmarried;White;Female
426;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
427;Federal-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Male
428;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male
429;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
430;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
431;?;HS-grad;Widowed;?;Not-in-family;White;Male
432;?;11th;Never-married;?;Own-child;White;Male
433;Self-emp-not-inc;Bachelors;Married-spouse-absent;Prof-specialty;Not-in-family;White;Female
434;Private;Assoc-acdm;Married-civ-spouse;Other-service;Wife;White;Female
435;Private;Some-college;Never-married;Craft-repair;Own-child;Asian-Pac-Islander;Male
436;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
437;Local-gov;HS-grad;Never-married;Farming-fishing;Not-in-family;Black;Male
438;Local-gov;Some-college;Never-married;Protective-serv;Not-in-family;White;Female
439;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male
440;Local-gov;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female
441;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
442;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female
443;Federal-gov;HS-grad;Never-married;Armed-Forces;Own-child;White;Male
444;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male
445;Private;9th;Never-married;Craft-repair;Other-relative;White;Male
446;Private;Some-college;Never-married;Sales;Not-in-family;White;Male
447;Private;HS-grad;Widowed;Exec-managerial;Unmarried;Black;Female
448;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Amer-Indian-Eskimo;Male
449;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
450;?;11th;Never-married;?;Own-child;White;Female
451;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;Black;Female
452;Self-emp-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
453;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
454;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;Black;Male
455;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Wife;White;Female
456;Private;Assoc-voc;Married-civ-spouse;Machine-op-inspct;Husband;Asian-Pac-Islander;Male
457;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female
458;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;Black;Male
459;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
460;?;Some-college;Married-civ-spouse;?;Husband;White;Male
461;Private;Assoc-acdm;Never-married;Farming-fishing;Own-child;White;Male
462;Local-gov;HS-grad;Married-civ-spouse;Transport-moving;Husband;Black;Male
463;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
464;Private;1st-4th;Married-spouse-absent;Craft-repair;Unmarried;White;Male
465;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Female
466;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
467;Private;HS-grad;Divorced;Transport-moving;Unmarried;White;Male
468;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male
469;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
470;Private;Bachelors;Married-civ-spouse;Tech-support;Wife;White;Female
471;Private;Some-college;Never-married;Prof-specialty;Unmarried;White;Male
472;?;Some-college;Never-married;?;Own-child;White;Male
473;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male
474;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male
475;Private;Assoc-voc;Divorced;Other-service;Not-in-family;White;Female
476;Private;Bachelors;Never-married;Craft-repair;Not-in-family;White;Female
477;Private;9th;Never-married;Other-service;Not-in-family;White;Male
478;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male
479;Private;10th;Never-married;Other-service;Not-in-family;White;Male
480;Private;HS-grad;Never-married;Other-service;Unmarried;White;Female
481;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male
482;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
483;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
484;Private;HS-grad;Married-spouse-absent;Craft-repair;Unmarried;White;Female
485;?;12th;Never-married;?;Other-relative;Black;Male
486;Private;Some-college;Married-spouse-absent;Adm-clerical;Own-child;Black;Female
487;?;1st-4th;Married-civ-spouse;?;Husband;White;Male
488;Local-gov;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
489;Local-gov;Bachelors;Divorced;Prof-specialty;Unmarried;White;Female
490;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
491;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female
492;Federal-gov;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Male
493;Private;Assoc-acdm;Never-married;Exec-managerial;Not-in-family;White;Female
494;Private;HS-grad;Divorced;Prof-specialty;Unmarried;White;Female
495;Private;Bachelors;Never-married;Craft-repair;Own-child;White;Male
496;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
497;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male
498;Private;5th-6th;Never-married;Other-service;Own-child;White;Male
499;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Female
500;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
501;Local-gov;HS-grad;Never-married;Farming-fishing;Not-in-family;White;Male
502;Local-gov;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
503;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male
504;Private;Some-college;Divorced;Other-service;Unmarried;White;Female
505;Private;Bachelors;Never-married;Sales;Not-in-family;White;Female
506;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;Black;Male
507;Private;Some-college;Never-married;Protective-serv;Own-child;White;Male
508;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
509;Local-gov;HS-grad;Separated;Adm-clerical;Unmarried;Black;Female
510;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
511;Private;Assoc-voc;Married-spouse-absent;Handlers-cleaners;Unmarried;White;Male
512;?;5th-6th;Widowed;?;Unmarried;Black;Female
513;Private;Assoc-voc;Never-married;Craft-repair;Not-in-family;White;Male
514;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male
515;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male
516;?;Assoc-voc;Widowed;?;Unmarried;White;Female
517;Private;Some-college;Never-married;Adm-clerical;Not-in-family;Amer-Indian-Eskimo;Female
518;?;Some-college;Never-married;?;Own-child;White;Male
519;?;Some-college;Never-married;?;Unmarried;White;Female
520;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
521;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
522;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
523;Local-gov;Some-college;Divorced;Handlers-cleaners;Not-in-family;Black;Male
524;Local-gov;Some-college;Married-civ-spouse;Tech-support;Husband;White;Male
525;Private;Some-college;Divorced;Machine-op-inspct;Unmarried;White;Male
526;Private;Some-college;Married-civ-spouse;Sales;Wife;White;Female
527;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
528;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
529;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
530;Self-emp-not-inc;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
531;Private;11th;Divorced;Machine-op-inspct;Unmarried;Other;Female
532;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male
533;Private;HS-grad;Married-civ-spouse;Other-service;Husband;Black;Male
534;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Wife;White;Female
535;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
536;Local-gov;12th;Married-civ-spouse;Tech-support;Husband;White;Male
537;Private;1st-4th;Widowed;Priv-house-serv;Not-in-family;Black;Female
538;Private;Assoc-voc;Separated;Craft-repair;Not-in-family;White;Male
539;Self-emp-inc;Bachelors;Never-married;Farming-fishing;Not-in-family;White;Female
540;?;HS-grad;Never-married;?;Unmarried;Black;Female
541;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male
542;Private;Doctorate;Never-married;Prof-specialty;Own-child;White;Male
543;Private;Some-college;Never-married;Handlers-cleaners;Unmarried;White;Female
544;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male
545;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
546;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Female
547;Private;10th;Married-civ-spouse;Other-service;Wife;White;Female
548;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male
549;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
550;Private;Some-college;Never-married;Craft-repair;Unmarried;White;Male
551;Self-emp-not-inc;Some-college;Divorced;Exec-managerial;Not-in-family;White;Male
552;Self-emp-not-inc;HS-grad;Separated;Other-service;Unmarried;White;Female
553;Private;11th;Widowed;Adm-clerical;Unmarried;White;Female
554;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;Black;Female
555;Federal-gov;Assoc-voc;Divorced;Craft-repair;Unmarried;Black;Female
556;Private;11th;Never-married;Machine-op-inspct;Not-in-family;White;Female
557;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
558;Private;HS-grad;Separated;Adm-clerical;Unmarried;White;Female
559;Private;HS-grad;Married-civ-spouse;Tech-support;Wife;White;Female
560;Private;11th;Married-civ-spouse;Other-service;Husband;White;Male
561;Private;Bachelors;Never-married;Transport-moving;Not-in-family;White;Male
562;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
563;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male
564;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;Black;Female
565;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
566;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;Amer-Indian-Eskimo;Male
567;Self-emp-inc;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
568;Private;7th-8th;Separated;Other-service;Unmarried;White;Female
569;Self-emp-not-inc;HS-grad;Separated;Craft-repair;Not-in-family;White;Male
570;Private;Masters;Divorced;Exec-managerial;Unmarried;White;Male
571;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male
572;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male
573;Private;11th;Never-married;Sales;Own-child;White;Male
574;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male
575;Private;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Female
576;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Male
577;?;12th;Never-married;?;Own-child;White;Male
578;Self-emp-not-inc;Assoc-acdm;Divorced;Sales;Unmarried;White;Female
579;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
580;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
581;?;Some-college;Married-civ-spouse;?;Husband;White;Male
582;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
583;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
584;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
585;Self-emp-not-inc;Bachelors;Never-married;Tech-support;Not-in-family;White;Male
586;Private;Some-college;Never-married;Sales;Own-child;White;Female
587;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Male
588;Private;11th;Never-married;Other-service;Own-child;White;Male
589;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male
590;Self-emp-inc;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Male
591;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
592;?;HS-grad;Married-civ-spouse;?;Wife;Asian-Pac-Islander;Female
593;Private;7th-8th;Never-married;Transport-moving;Not-in-family;White;Male
594;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
595;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Female
596;Private;HS-grad;Never-married;Sales;Own-child;White;Male
597;?;Some-college;Never-married;?;Unmarried;Amer-Indian-Eskimo;Female
598;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
599;Private;Some-college;Never-married;Tech-support;Not-in-family;White;Male
600;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
601;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Male
602;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male
603;Private;7th-8th;Divorced;Other-service;Not-in-family;White;Female
604;Local-gov;9th;Married-civ-spouse;Other-service;Husband;White;Male
605;Self-emp-not-inc;Assoc-acdm;Never-married;Farming-fishing;Not-in-family;White;Male
606;Private;HS-grad;Never-married;Adm-clerical;Unmarried;Black;Female
607;Private;Masters;Married-civ-spouse;Craft-repair;Husband;White;Male
608;Private;HS-grad;Never-married;Craft-repair;Not-in-family;Amer-Indian-Eskimo;Male
609;Local-gov;HS-grad;Separated;Exec-managerial;Not-in-family;Black;Male
610;Private;10th;Never-married;Other-service;Own-child;White;Female
611;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Female
612;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male
613;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
614;Local-gov;Bachelors;Never-married;Prof-specialty;Own-child;White;Male
615;Private;Bachelors;Never-married;Other-service;Own-child;White;Female
616;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
